"Study_ID","Study_Name","Location_ID","Study_Specific_Location_ID","Location_Name","Instrument_ID","Field_Collection_Type","Field_Collector","Time_Zone","Field_Collection_Date","Field_Collection_Time","Field_Collection_Date_Time","Field_Collection_Reference_Point","Field_Collection_Upper_Depth","Field_Collection_Lower_Depth","Field_Collection_Depth_Units","Sample_Matrix","Sample_Source","Result_Parameter_Name","Result_Value","Result_Value_Units","Result_Data_Qualifier","Result_Data_Qualifier_Description","Result_Method","Result_Method_Description","Result_Comment","Measurement_Interval","Study_ID_Alias","Result_Data_Review_Status","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Calculated_Land_Surface_Elevation_NAVD88_FT","Record_Created_On","Continuous_Result_System_ID"
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","WW06TCHT01","32NFT-00.0","NORTH FORK TOUCHET RIVER @ S TOUCHET RD","10225299","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/15/2014",21:00:00,8/15/2014 9:00:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","16.677","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.2975000000008,-117.952900000002,,11/2/2017 3:38:05 PM,97952327
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32TOU-51.2","32TOU-51.2","Touchet R at Ward Rd","10221686","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/15/2014",21:00:00,8/15/2014 9:00:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","18.152","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.3014659089794,-118.01347368913,,11/6/2017 4:19:42 PM,98052651
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","10221704","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/15/2014",21:30:00,8/15/2014 9:30:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","16.796","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.1924,-117.9557,,11/6/2017 12:42:54 PM,98001163
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-00.3","32SFT-00.3","32SFT-00.3","10225298","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/15/2014",21:30:00,8/15/2014 9:30:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","17.986","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.29648,-117.95812,,11/6/2017 12:00:28 PM,97977779
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","WW06TCHT01","32NFT-00.0","NORTH FORK TOUCHET RIVER @ S TOUCHET RD","10225299","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/15/2014",21:30:00,8/15/2014 9:30:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","16.487","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.2975000000008,-117.952900000002,,11/2/2017 3:38:05 PM,97952328
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32TOU-51.2","32TOU-51.2","Touchet R at Ward Rd","10221686","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/15/2014",21:30:00,8/15/2014 9:30:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","17.962","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.3014659089794,-118.01347368913,,11/6/2017 4:19:42 PM,98052652
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","10221704","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/15/2014",22:00:00,8/15/2014 10:00:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","16.677","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.1924,-117.9557,,11/6/2017 12:42:54 PM,98001164
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-00.3","32SFT-00.3","32SFT-00.3","10225298","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/15/2014",22:00:00,8/15/2014 10:00:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","17.843","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.29648,-117.95812,,11/6/2017 12:00:28 PM,97977780
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","WW06TCHT01","32NFT-00.0","NORTH FORK TOUCHET RIVER @ S TOUCHET RD","10225299","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/15/2014",22:00:00,8/15/2014 10:00:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","16.32","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.2975000000008,-117.952900000002,,11/2/2017 3:38:05 PM,97952329
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32TOU-51.2","32TOU-51.2","Touchet R at Ward Rd","10221686","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/15/2014",22:00:00,8/15/2014 10:00:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","17.796","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.3014659089794,-118.01347368913,,11/6/2017 4:19:42 PM,98052653
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","10221704","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/15/2014",22:30:00,8/15/2014 10:30:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","16.558","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.1924,-117.9557,,11/6/2017 12:42:54 PM,98001165
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-00.3","32SFT-00.3","32SFT-00.3","10225298","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/15/2014",22:30:00,8/15/2014 10:30:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","17.701","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.29648,-117.95812,,11/6/2017 12:00:28 PM,97977781
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","WW06TCHT01","32NFT-00.0","NORTH FORK TOUCHET RIVER @ S TOUCHET RD","10225299","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/15/2014",22:30:00,8/15/2014 10:30:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","16.177","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.2975000000008,-117.952900000002,,11/2/2017 3:38:05 PM,97952330
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32TOU-51.2","32TOU-51.2","Touchet R at Ward Rd","10221686","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/15/2014",22:30:00,8/15/2014 10:30:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","17.629","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.3014659089794,-118.01347368913,,11/6/2017 4:19:42 PM,98052654
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","10221704","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/15/2014",23:00:00,8/15/2014 11:00:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","16.487","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.1924,-117.9557,,11/6/2017 12:42:54 PM,98001166
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-00.3","32SFT-00.3","32SFT-00.3","10225298","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/15/2014",23:00:00,8/15/2014 11:00:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","17.558","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.29648,-117.95812,,11/6/2017 12:00:28 PM,97977782
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","WW06TCHT01","32NFT-00.0","NORTH FORK TOUCHET RIVER @ S TOUCHET RD","10225299","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/15/2014",23:00:00,8/15/2014 11:00:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","16.01","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.2975000000008,-117.952900000002,,11/2/2017 3:38:05 PM,97952331
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32TOU-51.2","32TOU-51.2","Touchet R at Ward Rd","10221686","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/15/2014",23:00:00,8/15/2014 11:00:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","17.486","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.3014659089794,-118.01347368913,,11/6/2017 4:19:42 PM,98052655
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","10221704","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/15/2014",23:30:00,8/15/2014 11:30:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","16.392","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.1924,-117.9557,,11/6/2017 12:42:54 PM,98001167
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-00.3","32SFT-00.3","32SFT-00.3","10225298","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/15/2014",23:30:00,8/15/2014 11:30:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","17.415","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.29648,-117.95812,,11/6/2017 12:00:28 PM,97977783
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","WW06TCHT01","32NFT-00.0","NORTH FORK TOUCHET RIVER @ S TOUCHET RD","10225299","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/15/2014",23:30:00,8/15/2014 11:30:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","15.867","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.2975000000008,-117.952900000002,,11/2/2017 3:38:05 PM,97952332
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32TOU-51.2","32TOU-51.2","Touchet R at Ward Rd","10221686","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/15/2014",23:30:00,8/15/2014 11:30:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water","17.32","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.3014659089794,-118.01347368913,,11/6/2017 4:19:42 PM,98052656
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","10221704","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",00:00:00,8/16/2014 12:00:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","16.296","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.1924,-117.9557,,11/6/2017 12:42:54 PM,98001168
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-00.3","32SFT-00.3","32SFT-00.3","10225298","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",00:00:00,8/16/2014 12:00:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","17.32","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.29648,-117.95812,,11/6/2017 12:00:28 PM,97977784
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","WW06TCHT01","32NFT-00.0","NORTH FORK TOUCHET RIVER @ S TOUCHET RD","10225299","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",00:00:00,8/16/2014 12:00:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","15.748","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.2975000000008,-117.952900000002,,11/2/2017 3:38:05 PM,97952333
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32TOU-51.2","32TOU-51.2","Touchet R at Ward Rd","10221686","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",00:00:00,8/16/2014 12:00:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","17.177","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.3014659089794,-118.01347368913,,11/6/2017 4:19:42 PM,98052657
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","10221704","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",00:30:00,8/16/2014 12:30:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","16.225","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.1924,-117.9557,,11/6/2017 12:42:54 PM,98001169
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-00.3","32SFT-00.3","32SFT-00.3","10225298","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",00:30:00,8/16/2014 12:30:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","17.201","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.29648,-117.95812,,11/6/2017 12:00:28 PM,97977785
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","WW06TCHT01","32NFT-00.0","NORTH FORK TOUCHET RIVER @ S TOUCHET RD","10225299","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",00:30:00,8/16/2014 12:30:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","15.629","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.2975000000008,-117.952900000002,,11/2/2017 3:38:05 PM,97952334
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32TOU-51.2","32TOU-51.2","Touchet R at Ward Rd","10221686","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",00:30:00,8/16/2014 12:30:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","17.034","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.3014659089794,-118.01347368913,,11/6/2017 4:19:42 PM,98052658
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","10221704","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",01:00:00,8/16/2014 1:00:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","16.129","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.1924,-117.9557,,11/6/2017 12:42:54 PM,98001170
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-00.3","32SFT-00.3","32SFT-00.3","10225298","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",01:00:00,8/16/2014 1:00:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","17.106","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.29648,-117.95812,,11/6/2017 12:00:28 PM,97977786
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","WW06TCHT01","32NFT-00.0","NORTH FORK TOUCHET RIVER @ S TOUCHET RD","10225299","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",01:00:00,8/16/2014 1:00:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","15.509","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.2975000000008,-117.952900000002,,11/2/2017 3:38:05 PM,97952335
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32TOU-51.2","32TOU-51.2","Touchet R at Ward Rd","10221686","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",01:00:00,8/16/2014 1:00:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","16.915","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.3014659089794,-118.01347368913,,11/6/2017 4:19:42 PM,98052659
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","10221704","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",01:30:00,8/16/2014 1:30:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","16.058","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.1924,-117.9557,,11/6/2017 12:42:54 PM,98001171
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-00.3","32SFT-00.3","32SFT-00.3","10225298","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",01:30:00,8/16/2014 1:30:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","17.011","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.29648,-117.95812,,11/6/2017 12:00:28 PM,97977787
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","WW06TCHT01","32NFT-00.0","NORTH FORK TOUCHET RIVER @ S TOUCHET RD","10225299","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",01:30:00,8/16/2014 1:30:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","15.39","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.2975000000008,-117.952900000002,,11/2/2017 3:38:05 PM,97952336
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32TOU-51.2","32TOU-51.2","Touchet R at Ward Rd","10221686","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",01:30:00,8/16/2014 1:30:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","16.796","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.3014659089794,-118.01347368913,,11/6/2017 4:19:42 PM,98052660
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","10221704","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",02:00:00,8/16/2014 2:00:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","15.986","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.1924,-117.9557,,11/6/2017 12:42:54 PM,98001172
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-00.3","32SFT-00.3","32SFT-00.3","10225298","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",02:00:00,8/16/2014 2:00:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","16.892","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.29648,-117.95812,,11/6/2017 12:00:28 PM,97977788
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","WW06TCHT01","32NFT-00.0","NORTH FORK TOUCHET RIVER @ S TOUCHET RD","10225299","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",02:00:00,8/16/2014 2:00:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","15.27","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.2975000000008,-117.952900000002,,11/2/2017 3:38:05 PM,97952337
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32TOU-51.2","32TOU-51.2","Touchet R at Ward Rd","10221686","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",02:00:00,8/16/2014 2:00:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","16.654","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.3014659089794,-118.01347368913,,11/6/2017 4:19:42 PM,98052661
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","10221704","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",02:30:00,8/16/2014 2:30:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","15.915","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.1924,-117.9557,,11/6/2017 12:42:54 PM,98001173
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-00.3","32SFT-00.3","32SFT-00.3","10225298","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",02:30:00,8/16/2014 2:30:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","16.796","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.29648,-117.95812,,11/6/2017 12:00:28 PM,97977789
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","WW06TCHT01","32NFT-00.0","NORTH FORK TOUCHET RIVER @ S TOUCHET RD","10225299","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",02:30:00,8/16/2014 2:30:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","15.151","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.2975000000008,-117.952900000002,,11/2/2017 3:38:05 PM,97952338
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32TOU-51.2","32TOU-51.2","Touchet R at Ward Rd","10221686","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",02:30:00,8/16/2014 2:30:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","16.534","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.3014659089794,-118.01347368913,,11/6/2017 4:19:42 PM,98052662
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","10221704","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",03:00:00,8/16/2014 3:00:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","15.867","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.1924,-117.9557,,11/6/2017 12:42:54 PM,98001174
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-00.3","32SFT-00.3","32SFT-00.3","10225298","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",03:00:00,8/16/2014 3:00:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","16.701","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.29648,-117.95812,,11/6/2017 12:00:28 PM,97977790
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","WW06TCHT01","32NFT-00.0","NORTH FORK TOUCHET RIVER @ S TOUCHET RD","10225299","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",03:00:00,8/16/2014 3:00:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","15.055","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.2975000000008,-117.952900000002,,11/2/2017 3:38:05 PM,97952339
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32TOU-51.2","32TOU-51.2","Touchet R at Ward Rd","10221686","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",03:00:00,8/16/2014 3:00:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","16.415","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.3014659089794,-118.01347368913,,11/6/2017 4:19:42 PM,98052663
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","10221704","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",03:30:00,8/16/2014 3:30:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","15.796","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.1924,-117.9557,,11/6/2017 12:42:54 PM,98001175
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","32SFT-00.3","32SFT-00.3","32SFT-00.3","10225298","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",03:30:00,8/16/2014 3:30:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","16.606","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.29648,-117.95812,,11/6/2017 12:00:28 PM,97977791
"JROS0025","Walla Walla Basin Bacteria, pH, and DO TMDL Effectiveness Monitoring","WW06TCHT01","32NFT-00.0","NORTH FORK TOUCHET RIVER @ S TOUCHET RD","10225299","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)","08/16/2014",03:30:00,8/16/2014 3:30:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water","14.936","deg C","","","TEMPLOGGER","Temperature by data logger","",00:30:00,"","Reviewed",46.2975000000008,-117.952900000002,,11/2/2017 3:38:05 PM,97952340
