"Study_ID","Study_Name","Location_ID","Study_Specific_Location_ID","Location_Name","Location_Setting","Field_Collection_Type","Field_Collector","Field_Collection_Start_Date","Field_Collection_Start_Time","Field_Collection_Start_Date_Time","Field_Collection_End_Date","Field_Collection_End_Time","Field_Collection_End_Date_Time","Field_Collection_Comment","Field_Collection_Area","Field_Collection_Area_Units","Field_Collection_Reference_Point","Field_Collection_Upper_Depth","Field_Collection_Lower_Depth","Field_Collection_Depth_Units","Upper_Depth_In_Feet","Lower_Depth_In_Feet","Well_Water_Level_Measuring_Point_Or_TOC_ID","Sample_ID","Sample_Field_Replicate_ID","Sample_Replicate_Flag","Sample_Sub_ID","Sample_Composite_Flag","Storm_Event_Qualifier","Sample_Matrix","Sample_Source","Sample_Use","Sample_Collection_Method","Sample_Collection_Method_Description","Sample_Preparation_Method","Sample_Preparation_Method_Description","Sample_Method_Other","Sample_Method_Other_Type","Sample_Method_Other_Description","Sample_Taxon_Name","Sample_Taxon_Common_Name","Sample_Taxon_TSN","Sample_Tissue_Type","Sample_Percent_Sorted","Result_Parameter_Name","Result_Parameter_CAS_Number","Lab_Analysis_Date","Lab_Analysis_Date_Accuracy","Lab_Analysis_Time","Result_Value","Result_Value_Units","Result_Reporting_Limit","Result_Reporting_Limit_Type","Result_Detection_Limit","Result_Detection_Limit_Type","Result_Data_Qualifier","Result_Data_Qualifier_Description","Result_Suspect_or_Rejected_Flag","Result_Suspect_Code","Result_Suspect_Description","Fraction_Analyzed","Field_Filtered_Flag","Result_Basis","Digestion_Method","Water_Level_Accuracy","Result_Method","Result_Method_Description","Result_Comment","Result_Additional_Comment","Result_Lab_Replicate_ID","Result_Lab_Name","Result_Validation_Level","Result_Taxon_Name","Result_Taxon_Common_Name","Result_Taxon_Alias_Other","Result_Taxon_TSN","Result_Taxon_Parent_TSN","Result_Taxon_Unidentified_Species","Result_Taxon_Life_Stage","QC_Blank_Censor_Factor","Lab_Batch_ID","Lab_GC_Column_ID","Study_ID_Alias","Study_QA_Planning_Level","Study_QA_Assessment_Level","Study_Type","EIM_Data_Entry_Review_Status","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Record_Created_On","Result_System_ID"
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32NFT-15.1","32NFT-15.1","N FORK TOUCHET RIVER ALONG FS RD 64","Stream/River","Measurement","WA Dept of Ecology","07/20/2009",23:30:00,"07/20/2009 23:30:00","07/20/2009",23:30:00,"07/20/2009 23:30:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Dissolved Oxygen","","07/20/2009","D",23:30:00,"9.29","mg/L","","","","","J","Analyte was positively identified. The reported result is an estimate.","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","Hydrolab post-calibration value was outside acceptable criteria but inside qualifiable criteria.","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.1515,-117.8062,,22361902
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32TOU-52.1","32TOU-52.1","TOUCHET R BELOW DAYTON WWTP OUTFALL","Stream/River","Measurement","WA Dept of Ecology","07/20/2009",23:30:00,"07/20/2009 23:30:00","07/20/2009",23:30:00,"07/20/2009 23:30:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"pH","","07/20/2009","D",23:30:00,"7.30","pH","","","","","J","Analyte was positively identified. The reported result is an estimate.","","","","","","","","","HYDROLAB-LDO-HACH","Hydrolab multiparameter sonde with Hach Luminescent Dissolved Oxygen (LDO)","Hydrolab post-calibration values were outside acceptable criteria but inside qualifiable criteria.","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.3152,-118.0048,,50593859
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32TOU-52.2","32TOU-52.2","TOUCHET R ABOVE DAYTON WWTP OUTFALL","Stream/River","Measurement","WA Dept of Ecology","07/20/2009",23:30:00,"07/20/2009 23:30:00","07/20/2009",23:30:00,"07/20/2009 23:30:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Dissolved Oxygen","","07/20/2009","D",23:30:00,"7.79","mg/L","","","","","J","Analyte was positively identified. The reported result is an estimate.","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","Hydrolab post-calibration value was outside acceptable criteria but inside qualifiable criteria.","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.316,-118.0036,,37135530
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32NFT-15.1","32NFT-15.1","N FORK TOUCHET RIVER ALONG FS RD 64","Stream/River","Measurement","WA Dept of Ecology","07/20/2009",23:45:00,"07/20/2009 23:45:00","07/20/2009",23:45:00,"07/20/2009 23:45:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Temperature, water","","07/20/2009","D",23:45:00,"10.92","deg C","","","","","","","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.1515,-117.8062,,15434870
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32NFT-15.1","32NFT-15.1","N FORK TOUCHET RIVER ALONG FS RD 64","Stream/River","Measurement","WA Dept of Ecology","07/20/2009",23:45:00,"07/20/2009 23:45:00","07/20/2009",23:45:00,"07/20/2009 23:45:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"pH","","07/20/2009","D",23:45:00,"7.26","pH","","","","","","","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.1515,-117.8062,,86356047
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","Stream/River","Measurement","WA Dept of Ecology","07/20/2009",23:45:00,"07/20/2009 23:45:00","07/20/2009",23:45:00,"07/20/2009 23:45:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Dissolved Oxygen","","07/20/2009","D",23:45:00,"8.06","mg/L","","","","","","","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.1924,-117.9557,,28237695
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","Stream/River","Measurement","WA Dept of Ecology","07/20/2009",23:45:00,"07/20/2009 23:45:00","07/20/2009",23:45:00,"07/20/2009 23:45:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Temperature, water","","07/20/2009","D",23:45:00,"15.81","deg C","","","","","","","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.1924,-117.9557,,83880987
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","Stream/River","Measurement","WA Dept of Ecology","07/20/2009",23:45:00,"07/20/2009 23:45:00","07/20/2009",23:45:00,"07/20/2009 23:45:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"pH","","07/20/2009","D",23:45:00,"6.73","pH","","","","","","","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.1924,-117.9557,,91187248
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32NFT-00.0","32NFT-00.0","N Fork Touchet R at S Fork confluence","Stream/River","Measurement","WA Dept of Ecology","07/20/2009",23:45:00,"07/20/2009 23:45:00","07/20/2009",23:45:00,"07/20/2009 23:45:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Temperature, water","","07/20/2009","D",23:45:00,"16.68","deg C","","","","","","","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.3014167301681,-117.9598518119,,12656322
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32NFT-00.0","32NFT-00.0","N Fork Touchet R at S Fork confluence","Stream/River","Measurement","WA Dept of Ecology","07/20/2009",23:45:00,"07/20/2009 23:45:00","07/20/2009",23:45:00,"07/20/2009 23:45:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"pH","","07/20/2009","D",23:45:00,"6.91","pH","","","","","","","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.3014167301681,-117.9598518119,,58328431
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32NFT-00.0","32NFT-00.0","N Fork Touchet R at S Fork confluence","Stream/River","Measurement","WA Dept of Ecology","07/20/2009",23:45:00,"07/20/2009 23:45:00","07/20/2009",23:45:00,"07/20/2009 23:45:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Dissolved Oxygen","","07/20/2009","D",23:45:00,"8.24","mg/L","","","","","","","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.3014167301681,-117.9598518119,,66846573
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32SFT-00.0","32SFT-00.0","S Fork Touchet R at N Fork confluence","Stream/River","Measurement","WA Dept of Ecology","07/20/2009",23:45:00,"07/20/2009 23:45:00","07/20/2009",23:45:00,"07/20/2009 23:45:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"pH","","07/20/2009","D",23:45:00,"6.79","pH","","","","","","","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.3014199934729,-117.959845092481,,73770140
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32SFT-00.0","32SFT-00.0","S Fork Touchet R at N Fork confluence","Stream/River","Measurement","WA Dept of Ecology","07/20/2009",23:45:00,"07/20/2009 23:45:00","07/20/2009",23:45:00,"07/20/2009 23:45:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Temperature, water","","07/20/2009","D",23:45:00,"17.52","deg C","","","","","","","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.3014199934729,-117.959845092481,,74279614
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32SFT-00.0","32SFT-00.0","S Fork Touchet R at N Fork confluence","Stream/River","Measurement","WA Dept of Ecology","07/20/2009",23:45:00,"07/20/2009 23:45:00","07/20/2009",23:45:00,"07/20/2009 23:45:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Dissolved Oxygen","","07/20/2009","D",23:45:00,"6.88","mg/L","","","","","","","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.3014199934729,-117.959845092481,,87535155
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32TOU-52.1","32TOU-52.1","TOUCHET R BELOW DAYTON WWTP OUTFALL","Stream/River","Measurement","WA Dept of Ecology","07/20/2009",23:45:00,"07/20/2009 23:45:00","07/20/2009",23:45:00,"07/20/2009 23:45:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Dissolved Oxygen","","07/20/2009","D",23:45:00,"7.37","mg/L","","","","","","","","","","","","","","","HYDROLAB-LDO-HACH","Hydrolab multiparameter sonde with Hach Luminescent Dissolved Oxygen (LDO)","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.3152,-118.0048,,6675930
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32TOU-52.1","32TOU-52.1","TOUCHET R BELOW DAYTON WWTP OUTFALL","Stream/River","Measurement","WA Dept of Ecology","07/20/2009",23:45:00,"07/20/2009 23:45:00","07/20/2009",23:45:00,"07/20/2009 23:45:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Temperature, water","","07/20/2009","D",23:45:00,"17.81","deg C","","","","","","","","","","","","","","","HYDROLAB-LDO-HACH","Hydrolab multiparameter sonde with Hach Luminescent Dissolved Oxygen (LDO)","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.3152,-118.0048,,33817143
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32TOU-52.2","32TOU-52.2","TOUCHET R ABOVE DAYTON WWTP OUTFALL","Stream/River","Measurement","WA Dept of Ecology","07/20/2009",23:45:00,"07/20/2009 23:45:00","07/20/2009",23:45:00,"07/20/2009 23:45:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Temperature, water","","07/20/2009","D",23:45:00,"17.86","deg C","","","","","","","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.316,-118.0036,,26036820
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32TOU-52.2","32TOU-52.2","TOUCHET R ABOVE DAYTON WWTP OUTFALL","Stream/River","Measurement","WA Dept of Ecology","07/20/2009",23:45:00,"07/20/2009 23:45:00","07/20/2009",23:45:00,"07/20/2009 23:45:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"pH","","07/20/2009","D",23:45:00,"7.10","pH","","","","","","","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.316,-118.0036,,70390043
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32NFT-15.1","32NFT-15.1","N FORK TOUCHET RIVER ALONG FS RD 64","Stream/River","Measurement","WA Dept of Ecology","07/20/2009",23:45:00,"07/20/2009 23:45:00","07/20/2009",23:45:00,"07/20/2009 23:45:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Dissolved Oxygen","","07/20/2009","D",23:45:00,"9.30","mg/L","","","","","J","Analyte was positively identified. The reported result is an estimate.","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","Hydrolab post-calibration value was outside acceptable criteria but inside qualifiable criteria.","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.1515,-117.8062,,48545885
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32TOU-52.1","32TOU-52.1","TOUCHET R BELOW DAYTON WWTP OUTFALL","Stream/River","Measurement","WA Dept of Ecology","07/20/2009",23:45:00,"07/20/2009 23:45:00","07/20/2009",23:45:00,"07/20/2009 23:45:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"pH","","07/20/2009","D",23:45:00,"7.30","pH","","","","","J","Analyte was positively identified. The reported result is an estimate.","","","","","","","","","HYDROLAB-LDO-HACH","Hydrolab multiparameter sonde with Hach Luminescent Dissolved Oxygen (LDO)","Hydrolab post-calibration values were outside acceptable criteria but inside qualifiable criteria.","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.3152,-118.0048,,55331595
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32TOU-52.2","32TOU-52.2","TOUCHET R ABOVE DAYTON WWTP OUTFALL","Stream/River","Measurement","WA Dept of Ecology","07/20/2009",23:45:00,"07/20/2009 23:45:00","07/20/2009",23:45:00,"07/20/2009 23:45:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Dissolved Oxygen","","07/20/2009","D",23:45:00,"7.82","mg/L","","","","","J","Analyte was positively identified. The reported result is an estimate.","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","Hydrolab post-calibration value was outside acceptable criteria but inside qualifiable criteria.","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.316,-118.0036,,66964568
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32NFT-15.1","32NFT-15.1","N FORK TOUCHET RIVER ALONG FS RD 64","Stream/River","Measurement","WA Dept of Ecology","07/21/2009",00:00:00,"07/21/2009 00:00:00","07/21/2009",00:00:00,"07/21/2009 00:00:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Temperature, water","","07/21/2009","D",00:00:00,"10.86","deg C","","","","","","","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.1515,-117.8062,,2257808
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32NFT-15.1","32NFT-15.1","N FORK TOUCHET RIVER ALONG FS RD 64","Stream/River","Measurement","WA Dept of Ecology","07/21/2009",00:00:00,"07/21/2009 00:00:00","07/21/2009",00:00:00,"07/21/2009 00:00:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"pH","","07/21/2009","D",00:00:00,"7.25","pH","","","","","","","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.1515,-117.8062,,64642502
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","Stream/River","Measurement","WA Dept of Ecology","07/21/2009",00:00:00,"07/21/2009 00:00:00","07/21/2009",00:00:00,"07/21/2009 00:00:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"pH","","07/21/2009","D",00:00:00,"6.72","pH","","","","","","","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.1924,-117.9557,,25490230
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","Stream/River","Measurement","WA Dept of Ecology","07/21/2009",00:00:00,"07/21/2009 00:00:00","07/21/2009",00:00:00,"07/21/2009 00:00:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Dissolved Oxygen","","07/21/2009","D",00:00:00,"8.10","mg/L","","","","","","","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.1924,-117.9557,,60804504
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32SFT-08.8","32SFT-08.8","SF TOUCHET R IN RAINWATER WILDLIFE AREA","Stream/River","Measurement","WA Dept of Ecology","07/21/2009",00:00:00,"07/21/2009 00:00:00","07/21/2009",00:00:00,"07/21/2009 00:00:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Temperature, water","","07/21/2009","D",00:00:00,"15.76","deg C","","","","","","","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.1924,-117.9557,,90213441
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32NFT-00.0","32NFT-00.0","N Fork Touchet R at S Fork confluence","Stream/River","Measurement","WA Dept of Ecology","07/21/2009",00:00:00,"07/21/2009 00:00:00","07/21/2009",00:00:00,"07/21/2009 00:00:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"pH","","07/21/2009","D",00:00:00,"6.91","pH","","","","","","","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.3014167301681,-117.9598518119,,24349688
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32NFT-00.0","32NFT-00.0","N Fork Touchet R at S Fork confluence","Stream/River","Measurement","WA Dept of Ecology","07/21/2009",00:00:00,"07/21/2009 00:00:00","07/21/2009",00:00:00,"07/21/2009 00:00:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Dissolved Oxygen","","07/21/2009","D",00:00:00,"8.26","mg/L","","","","","","","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.3014167301681,-117.9598518119,,36309646
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32NFT-00.0","32NFT-00.0","N Fork Touchet R at S Fork confluence","Stream/River","Measurement","WA Dept of Ecology","07/21/2009",00:00:00,"07/21/2009 00:00:00","07/21/2009",00:00:00,"07/21/2009 00:00:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Temperature, water","","07/21/2009","D",00:00:00,"16.55","deg C","","","","","","","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.3014167301681,-117.9598518119,,72272202
"SCTA0001","Dayton and Waitsburg TMDL Fine-Tuning","32SFT-00.0","32SFT-00.0","S Fork Touchet R at N Fork confluence","Stream/River","Measurement","WA Dept of Ecology","07/21/2009",00:00:00,"07/21/2009 00:00:00","07/21/2009",00:00:00,"07/21/2009 00:00:00","",,"","",,,"",,,"","","","U","","U","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Temperature, water","","07/21/2009","D",00:00:00,"17.44","deg C","","","","","","","","","","","","","","","HYDROLAB-DO-CLARK","Hydrolab multiparameter sonde with Dissolved Oxygen (DO) by Clark Cell design","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Total Maximum Daily Load (TMDL) development","Reviewed",46.3014199934729,-117.959845092481,,21860927
