"Study_ID","Study_Name","Location_ID","Study_Specific_Location_ID","Location_Name","Instrument_ID","Field_Collection_Type","Field_Collector","Time_Zone","Field_Collection_Start_Date_Time","Field_Collection_End_Date_Time","Field_Collection_Reference_Point","Field_Collection_Upper_Depth","Field_Collection_Lower_Depth","Field_Collection_Depth_Units","Sample_Matrix","Sample_Source","Result_Parameter_Name","Result_Value","Result_Value_Units","Result_Data_Qualifier","Result_Data_Qualifier_Description","Result_Comment","Derivation_Method","Derivation_Method_Description","Base_Parameter_Name","Base_Result_Method","Base_Result_Method_Description","Base_Measurement_Interval","Time_Basis","Statistical_Basis","Partial_Metric_Flag","Auto_Calculated_Flag","Sample_Size","Expected_Data_Percent","Data_Qualified_Flag","Study_ID_Alias","Result_Data_Review_Status","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Record_Created_On","Calculated_Result_System_ID"
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",6/10/2015 12:00:00 AM,6/10/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","28.1592","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086146552
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",11/13/2014 12:00:00 AM,11/13/2014 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","-2.63052","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086146524
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",2/26/2015 12:00:00 AM,2/26/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","8.98579","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086146514
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",2/16/2015 12:00:00 AM,2/16/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","5.19654","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086146485
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",12/15/2014 12:00:00 AM,12/15/2014 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","2.25494","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086146454
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",1/30/2015 12:00:00 AM,1/30/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","4.8664","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086146440
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",7/3/2015 12:00:00 AM,7/3/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","31.5087","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086146337
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",6/4/2015 12:00:00 AM,6/4/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","22.1254","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086146316
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",4/13/2015 12:00:00 AM,4/13/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","12.8427","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086146259
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",10/23/2014 12:00:00 AM,10/23/2014 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","14.2582","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086146151
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",6/5/2015 12:00:00 AM,6/5/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","24.3325","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086146093
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",1/28/2015 12:00:00 AM,1/28/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","5.11542","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086146085
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",3/9/2015 12:00:00 AM,3/9/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","11.282","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086146068
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",5/21/2015 12:00:00 AM,5/21/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","22.5951","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086146004
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",4/29/2015 12:00:00 AM,4/29/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","15.9937","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086145998
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",5/12/2015 12:00:00 AM,5/12/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","16.8264","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086145997
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",10/17/2014 12:00:00 AM,10/17/2014 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","12.3264","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086145996
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",10/11/2014 12:00:00 AM,10/11/2014 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","18.3895","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086145973
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",1/10/2015 12:00:00 AM,1/10/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","3.46531","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086145941
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",1/8/2015 12:00:00 AM,1/8/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","3.22383","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086145254
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",10/28/2014 12:00:00 AM,10/28/2014 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","10.0863","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086145219
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",2/15/2015 12:00:00 AM,2/15/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","6.674","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086144776
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",3/15/2015 12:00:00 AM,3/15/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","12.9286","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086144745
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",10/29/2014 12:00:00 AM,10/29/2014 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","13.0421","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086144696
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",10/31/2014 12:00:00 AM,10/31/2014 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","12.9978","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086144685
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",5/15/2015 12:00:00 AM,5/15/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","17.3686","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086144559
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",2/1/2015 12:00:00 AM,2/1/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","3.44613","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086144238
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",4/17/2015 12:00:00 AM,4/17/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","14.8557","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086144223
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",3/3/2015 12:00:00 AM,3/3/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","3.91823","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086144197
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",7/4/2015 12:00:00 AM,7/4/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","31.8588","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086144193
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",10/15/2014 12:00:00 AM,10/15/2014 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","14.342","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086144110
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",5/2/2015 12:00:00 AM,5/2/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","17.843","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086144096
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",6/6/2015 12:00:00 AM,6/6/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","25.7469","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086144073
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",6/26/2015 12:00:00 AM,6/26/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","29.2829","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086143962
"AMS005","Continuous Stream Temperature Monitoring","35B060","35B060","TUANNON RIVER AT POWERS","Tidbit_10225303","Measurement","WA Dept of Ecology","PST - Pacific Standard Time (GMT-8)",3/24/2015 12:00:00 AM,3/24/2015 11:30:00 PM,"",,,"","AIR/GAS","Outdoor Air","Temperature, air (daily average)","9.81731","deg C","","","","DailyAverage","Calculated mean daily value from a specific set of data.  The specific set of data is defined by: batch submitted to EIM, Study, Location, Parameter, Result Method, Depth, Instrument used for collection, Unit of Measure, and determined timeseries interval.  This calculation is run as part of a nightly automated EIM process.","Temperature, air","TEMPLOGGER","Temperature by data logger",00:30:00,"Daily","Mean","N","Y",48,100.00,"N","","Reviewed",46.5381991606041,-118.156069764337,7/18/2019 11:45:37 PM,1086143905
