"Study_ID","Study_Name","Location_ID","Study_Specific_Location_ID","Location_Name","Location_Setting","Field_Collection_Type","Field_Collector","Field_Collection_Start_Date","Field_Collection_Start_Time","Field_Collection_Start_Date_Time","Field_Collection_End_Date","Field_Collection_End_Time","Field_Collection_End_Date_Time","Field_Collection_Comment","Field_Collection_Area","Field_Collection_Area_Units","Field_Collection_Reference_Point","Field_Collection_Upper_Depth","Field_Collection_Lower_Depth","Field_Collection_Depth_Units","Upper_Depth_In_Feet","Lower_Depth_In_Feet","Well_Water_Level_Measuring_Point_Or_TOC_ID","Sample_ID","Sample_Field_Replicate_ID","Sample_Replicate_Flag","Sample_Sub_ID","Sample_Composite_Flag","Storm_Event_Qualifier","Sample_Matrix","Sample_Source","Sample_Use","Sample_Collection_Method","Sample_Collection_Method_Description","Sample_Preparation_Method","Sample_Preparation_Method_Description","Sample_Method_Other","Sample_Method_Other_Type","Sample_Method_Other_Description","Sample_Taxon_Name","Sample_Taxon_Common_Name","Sample_Taxon_TSN","Sample_Tissue_Type","Sample_Percent_Sorted","Result_Parameter_Name","Result_Parameter_CAS_Number","Lab_Analysis_Date","Lab_Analysis_Date_Accuracy","Lab_Analysis_Time","Result_Value","Result_Value_Units","Result_Reporting_Limit","Result_Reporting_Limit_Type","Result_Detection_Limit","Result_Detection_Limit_Type","Result_Data_Qualifier","Result_Data_Qualifier_Description","Result_Suspect_or_Rejected_Flag","Result_Suspect_Code","Result_Suspect_Description","Fraction_Analyzed","Field_Filtered_Flag","Result_Basis","Digestion_Method","Water_Level_Accuracy","Result_Method","Result_Method_Description","Result_Comment","Result_Additional_Comment","Result_Lab_Replicate_ID","Result_Lab_Name","Result_Validation_Level","Result_Taxon_Name","Result_Taxon_Common_Name","Result_Taxon_Alias_Other","Result_Taxon_TSN","Result_Taxon_Parent_TSN","Result_Taxon_Unidentified_Species","Result_Taxon_Life_Stage","QC_Blank_Censor_Factor","Lab_Batch_ID","Lab_GC_Column_ID","Study_ID_Alias","Study_QA_Planning_Level","Study_QA_Assessment_Level","Study_Type","EIM_Data_Entry_Review_Status","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Record_Created_On","Result_System_ID"
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/18/2006",08:55:00,"07/18/2006 08:55:00","07/18/2006",08:55:00,"07/18/2006 08:55:00","",,"","",,,"",,,"","135962","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Flow","","07/18/2006","D",,"65","cfs","","","","","","","","","","","","","","","RatingCurve","Streamflow reported using stage-discharge rating curve","","Instantaneous flow based on provisional data obtained from various sources. Not confirmed.","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Not Reviewed",46.5381991606041,-118.156069764337,,19533576
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/18/2006",08:55:00,"07/18/2006 08:55:00","07/18/2006",08:55:00,"07/18/2006 08:55:00","",,"","",,,"",,,"","135962","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Dissolved Oxygen","","07/18/2006","D",,"9.27","mg/L","","","","","","","","","","","","","","","SM4500OC","Dissolved Oxygen (DO) by Winkler (Azide Modification)","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Not Reviewed",46.5381991606041,-118.156069764337,,59911513
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/18/2006",08:55:00,"07/18/2006 08:55:00","07/18/2006",08:55:00,"07/18/2006 08:55:00","",,"","",,,"",,,"","135962","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Temperature, water","","07/18/2006","D",,"17.7","deg C","","","","","","","","","","","","","","","TEMPTHERM","Temperature by thermistor","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Not Reviewed",46.5381991606041,-118.156069764337,,66901237
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/18/2006",08:55:00,"07/18/2006 08:55:00","07/18/2006",08:55:00,"07/18/2006 08:55:00","",,"","",,,"",,,"","135962","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Barometric pressure","","07/18/2006","D",,"753.11","mm/Hg","","","","","","","","","","","","","","","Barometer-aneroid","Barometric pressure using aneroid barometer","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Not Reviewed",46.5381991606041,-118.156069764337,,68484370
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/18/2006",08:55:00,"07/18/2006 08:55:00","07/18/2006",08:55:00,"07/18/2006 08:55:00","",,"","",,,"",,,"","135962","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Conductivity, Specific (at 25 deg C)","","07/18/2006","D",,"150","umhos/cm","","","","","","","","","","Total","","","","","SM2510B-Field","Specific Conductivity, Laboratory Method, Conducted in Field","","","","","","","","","","","","","","","","","LEVEL 4: Approved QAPP or SAP.","Level 5:  Data Verified and Assessed for Usability in a Peer-Reviewed Study Report","Routine ambient monitoring","Not Reviewed",46.5381991606041,-118.156069764337,,77598704
"AMS001C","Statewide River and Stream Ambient Monitoring-1980 to 1988","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/19/1983",09:40:00,"07/19/1983 09:40:00","07/19/1983",09:40:00,"07/19/1983 09:40:00","",,"","1",,,"",,,"","24382","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"pH","","07/19/1983","",00:00:00,"8","pH","","","","","","","","","","","","","","","PH-METER","pH by field meter/electrode","","","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,350812
"AMS001C","Statewide River and Stream Ambient Monitoring-1980 to 1988","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/19/1983",09:40:00,"07/19/1983 09:40:00","07/19/1983",09:40:00,"07/19/1983 09:40:00","",,"","1",,,"",,,"","24382","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Flow","","07/19/1983","",00:00:00,"383","cfs","","","","","","","","","","","","","","","EST_GAGE","Streamflow estimated from gaging station.","","Instantaneous flow based on provisional data obtained from various sources. Not confirmed.","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,1250812
"AMS001C","Statewide River and Stream Ambient Monitoring-1980 to 1988","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/19/1983",09:40:00,"07/19/1983 09:40:00","07/19/1983",09:40:00,"07/19/1983 09:40:00","",,"","1",,,"",,,"","24382","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Barometric pressure","","07/19/1983","",00:00:00,"746","mm/Hg","","","","","","","","","","","","","","","Barometer-aneroid","Barometric pressure using aneroid barometer","","","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,3250812
"AMS001C","Statewide River and Stream Ambient Monitoring-1980 to 1988","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/19/1983",09:40:00,"07/19/1983 09:40:00","07/19/1983",09:40:00,"07/19/1983 09:40:00","",,"","1",,,"",,,"","24382","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Conductivity, Specific (at 25 deg C)","","07/19/1983","",00:00:00,"128","umhos/cm","","","","","","","","","","","","","","","SM2510B-Field","Specific Conductivity, Laboratory Method, Conducted in Field","","","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,3350812
"AMS001C","Statewide River and Stream Ambient Monitoring-1980 to 1988","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/19/1983",09:40:00,"07/19/1983 09:40:00","07/19/1983",09:40:00,"07/19/1983 09:40:00","",,"","1",,,"",,,"","24382","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Temperature, water","","07/19/1983","",00:00:00,"18.9","deg C","","","","","","","","","","","","","","","TEMPTHERM","Temperature by thermistor","","","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,4250812
"AMS001C","Statewide River and Stream Ambient Monitoring-1980 to 1988","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/22/1981",12:50:00,"07/22/1981 12:50:00","07/22/1981",12:50:00,"07/22/1981 12:50:00","",,"","1",,,"",,,"","22613","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Barometric pressure","","07/22/1981","",00:00:00,"729","mm/Hg","","","","","","","","","","","","","","","Barometer-aneroid","Barometric pressure using aneroid barometer","","","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,1040150
"AMS001C","Statewide River and Stream Ambient Monitoring-1980 to 1988","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/22/1981",12:50:00,"07/22/1981 12:50:00","07/22/1981",12:50:00,"07/22/1981 12:50:00","",,"","1",,,"",,,"","22613","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Flow","","07/22/1981","",00:00:00,"62","cfs","","","","","","","","","","","","","","","EST_GAGE","Streamflow estimated from gaging station.","","Instantaneous flow based on provisional data obtained from various sources. Not confirmed.","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,2040150
"AMS001C","Statewide River and Stream Ambient Monitoring-1980 to 1988","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/22/1981",12:50:00,"07/22/1981 12:50:00","07/22/1981",12:50:00,"07/22/1981 12:50:00","",,"","1",,,"",,,"","22613","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Temperature, water","","07/22/1981","",00:00:00,"23.8","deg C","","","","","","","","","","","","","","","TEMPTHERM","Temperature by thermistor","","","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,2530150
"AMS001C","Statewide River and Stream Ambient Monitoring-1980 to 1988","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/22/1981",12:50:00,"07/22/1981 12:50:00","07/22/1981",12:50:00,"07/22/1981 12:50:00","",,"","1",,,"",,,"","22613","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"pH","","07/22/1981","",00:00:00,"7.3","pH","","","","","","","","","","","","","","","PH-METER","pH by field meter/electrode","","","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,3040150
"AMS001C","Statewide River and Stream Ambient Monitoring-1980 to 1988","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/22/1981",12:50:00,"07/22/1981 12:50:00","07/22/1981",12:50:00,"07/22/1981 12:50:00","",,"","1",,,"",,,"","22613","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Conductivity, Specific (at 25 deg C)","","07/22/1981","",00:00:00,"140","umhos/cm","","","","","","","","","","","","","","","SM2510B-Field","Specific Conductivity, Laboratory Method, Conducted in Field","","","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,4040150
"AMS001B","Statewide River and Stream Ambient Monitoring-Pre 1980","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/23/1974",10:25:00,"07/23/1974 10:25:00","07/23/1974",10:25:00,"07/23/1974 10:25:00","",,"","4",,,"",,,"","13487","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Conductivity, Specific (at 25 deg C)","","07/23/1974","",00:00:00,"150","umhos/cm","","","","","","","","","","","","","","","SM2510B-Field","Specific Conductivity, Laboratory Method, Conducted in Field","","","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,3392274
"AMS001B","Statewide River and Stream Ambient Monitoring-Pre 1980","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/23/1974",10:25:00,"07/23/1974 10:25:00","07/23/1974",10:25:00,"07/23/1974 10:25:00","",,"","4",,,"",,,"","13487","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"pH","","07/23/1974","",00:00:00,"8.5","pH","","","","","","","","","","","","","","","PH-METER","pH by field meter/electrode","","","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,3734274
"AMS001B","Statewide River and Stream Ambient Monitoring-Pre 1980","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/23/1974",10:25:00,"07/23/1974 10:25:00","07/23/1974",10:25:00,"07/23/1974 10:25:00","",,"","4",,,"",,,"","13487","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Flow","","07/23/1974","",00:00:00,"161","cfs","","","","","","","","","","","","","","","EST_GAGE","Streamflow estimated from gaging station.","","Instantaneous flow based on provisional data obtained from various sources. Not confirmed.","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,4991174
"AMS001B","Statewide River and Stream Ambient Monitoring-Pre 1980","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/23/1974",10:25:00,"07/23/1974 10:25:00","07/23/1974",10:25:00,"07/23/1974 10:25:00","",,"","4",,,"",,,"","13487","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Temperature, water","","07/23/1974","",00:00:00,"19.7","deg C","","","","","","","","","","","","","","","TEMPTHERM","Temperature by thermistor","","","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,8791174
"AMS001C","Statewide River and Stream Ambient Monitoring-1980 to 1988","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/23/1980",10:30:00,"07/23/1980 10:30:00","07/23/1980",10:30:00,"07/23/1980 10:30:00","",,"","1",,,"",,,"","21585","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"pH","","07/23/1980","",00:00:00,"7.1","pH","","","","","","","","","","","","","","","PH-METER","pH by field meter/electrode","","","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,2062311
"AMS001C","Statewide River and Stream Ambient Monitoring-1980 to 1988","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/23/1980",10:30:00,"07/23/1980 10:30:00","07/23/1980",10:30:00,"07/23/1980 10:30:00","",,"","1",,,"",,,"","21585","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Barometric pressure","","07/23/1980","",00:00:00,"730","mm/Hg","","","","","","","","","","","","","","","Barometer-aneroid","Barometric pressure using aneroid barometer","","","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,2162311
"AMS001C","Statewide River and Stream Ambient Monitoring-1980 to 1988","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/23/1980",10:30:00,"07/23/1980 10:30:00","07/23/1980",10:30:00,"07/23/1980 10:30:00","",,"","1",,,"",,,"","21585","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Temperature, water","","07/23/1980","",00:00:00,"22.1","deg C","","","","","","","","","","","","","","","TEMPTHERM","Temperature by thermistor","","","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,3062311
"AMS001C","Statewide River and Stream Ambient Monitoring-1980 to 1988","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/23/1980",10:30:00,"07/23/1980 10:30:00","07/23/1980",10:30:00,"07/23/1980 10:30:00","",,"","1",,,"",,,"","21585","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Flow","","07/23/1980","",00:00:00,"72","cfs","","","","","","","","","","","","","","","EST_GAGE","Streamflow estimated from gaging station.","","Instantaneous flow based on provisional data obtained from various sources. Not confirmed.","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,5162311
"AMS001C","Statewide River and Stream Ambient Monitoring-1980 to 1988","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/23/1980",10:30:00,"07/23/1980 10:30:00","07/23/1980",10:30:00,"07/23/1980 10:30:00","",,"","1",,,"",,,"","21585","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Conductivity, Specific (at 25 deg C)","","07/23/1980","",00:00:00,"140","umhos/cm","","","","","","","","","","","","","","","SM2510B-Field","Specific Conductivity, Laboratory Method, Conducted in Field","","","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,7162311
"AMS001B","Statewide River and Stream Ambient Monitoring-Pre 1980","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/24/1979",11:50:00,"07/24/1979 11:50:00","07/24/1979",11:50:00,"07/24/1979 11:50:00","",,"","1",,,"",,,"","20488","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Flow","","07/24/1979","",00:00:00,"62","cfs","","","","","","","","","","","","","","","EST_GAGE","Streamflow estimated from gaging station.","","Instantaneous flow based on provisional data obtained from various sources. Not confirmed.","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,565462
"AMS001B","Statewide River and Stream Ambient Monitoring-Pre 1980","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/24/1979",11:50:00,"07/24/1979 11:50:00","07/24/1979",11:50:00,"07/24/1979 11:50:00","",,"","1",,,"",,,"","20488","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Temperature, water","","07/24/1979","",00:00:00,"22.8","deg C","","","","","","","","","","","","","","","TEMPTHERM","Temperature by thermistor","","","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,3075462
"AMS001B","Statewide River and Stream Ambient Monitoring-Pre 1980","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/24/1979",11:50:00,"07/24/1979 11:50:00","07/24/1979",11:50:00,"07/24/1979 11:50:00","",,"","1",,,"",,,"","20488","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"pH","","07/24/1979","",00:00:00,"7.8","pH","","","","","","","","","","","","","","","PH-METER","pH by field meter/electrode","","","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,6565462
"AMS001B","Statewide River and Stream Ambient Monitoring-Pre 1980","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/24/1979",11:50:00,"07/24/1979 11:50:00","07/24/1979",11:50:00,"07/24/1979 11:50:00","",,"","1",,,"",,,"","20488","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Conductivity, Specific (at 25 deg C)","","07/24/1979","",00:00:00,"145","umhos/cm","","","","","","","","","","","","","","","SM2510B-Field","Specific Conductivity, Laboratory Method, Conducted in Field","","","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,7565462
"AMS001B","Statewide River and Stream Ambient Monitoring-Pre 1980","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/24/1979",11:50:00,"07/24/1979 11:50:00","07/24/1979",11:50:00,"07/24/1979 11:50:00","",,"","1",,,"",,,"","20488","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Barometric pressure","","07/24/1979","",00:00:00,"739","mm/Hg","","","","","","","","","","","","","","","Barometer-aneroid","Barometric pressure using aneroid barometer","","","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,8465462
"AMS001B","Statewide River and Stream Ambient Monitoring-Pre 1980","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/25/1978",10:45:00,"07/25/1978 10:45:00","07/25/1978",10:45:00,"07/25/1978 10:45:00","",,"","1",,,"",,,"","19402","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"pH","","07/25/1978","",00:00:00,"8.4","pH","","","","","","","","","","","","","","","PH-METER","pH by field meter/electrode","","","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,6103792
"AMS001B","Statewide River and Stream Ambient Monitoring-Pre 1980","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/25/1978",10:45:00,"07/25/1978 10:45:00","07/25/1978",10:45:00,"07/25/1978 10:45:00","",,"","1",,,"",,,"","19402","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Flow","","07/25/1978","",00:00:00,"67","cfs","","","","","","","","","","","","","","","EST_GAGE","Streamflow estimated from gaging station.","","Instantaneous flow based on provisional data obtained from various sources. Not confirmed.","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,6425392
"AMS001B","Statewide River and Stream Ambient Monitoring-Pre 1980","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/25/1978",10:45:00,"07/25/1978 10:45:00","07/25/1978",10:45:00,"07/25/1978 10:45:00","",,"","1",,,"",,,"","19402","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Temperature, water","","07/25/1978","",00:00:00,"23.4","deg C","","","","","","","","","","","","","","","TEMPTHERM","Temperature by thermistor","","","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,7014492
"AMS001B","Statewide River and Stream Ambient Monitoring-Pre 1980","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","07/25/1978",10:45:00,"07/25/1978 10:45:00","07/25/1978",10:45:00,"07/25/1978 10:45:00","",,"","1",,,"",,,"","19402","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Conductivity, Specific (at 25 deg C)","","07/25/1978","",00:00:00,"120","umhos/cm","","","","","","","","","","","","","","","SM2510B-Field","Specific Conductivity, Laboratory Method, Conducted in Field","","","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,9103792
"AMS001C","Statewide River and Stream Ambient Monitoring-1980 to 1988","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","08/02/1988",08:00:00,"08/02/1988 08:00:00","08/02/1988",08:00:00,"08/02/1988 08:00:00","",,"","1",,,"",,,"","29047","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Temperature, water","","08/02/1988","",00:00:00,"16.2","deg C","","","","","","","","","","","","","","","TEMPTHERM","Temperature by thermistor","","","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,14290
"AMS001C","Statewide River and Stream Ambient Monitoring-1980 to 1988","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","08/02/1988",08:00:00,"08/02/1988 08:00:00","08/02/1988",08:00:00,"08/02/1988 08:00:00","",,"","1",,,"",,,"","29047","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Barometric pressure","","08/02/1988","",00:00:00,"746","mm/Hg","","","","","","","","","","","","","","","Barometer-aneroid","Barometric pressure using aneroid barometer","","","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,3014290
"AMS001C","Statewide River and Stream Ambient Monitoring-1980 to 1988","35B060","35B060","TUANNON RIVER AT POWERS","Stream/River","Measurement","","08/02/1988",08:00:00,"08/02/1988 08:00:00","08/02/1988",08:00:00,"08/02/1988 08:00:00","",,"","1",,,"",,,"","29047","","N","","N","","Water","Fresh/Surface Water","","","","","","","","","","","","",,"Flow","","08/02/1988","",00:00:00,"33.4","cfs","","","","","","","","","","","","","","","EST_GAGE","Streamflow estimated from gaging station.","","Instantaneous flow based on provisional data obtained from various sources. Not confirmed.","","","","","","","","","","","","","","","LEVEL 1: Informal or no QA documentation.","Level 1:  Data neither Verified nor Assessed for Usability","Routine ambient monitoring","Reviewed",46.5381991606041,-118.156069764337,,5014290
